day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
23,jan,2019,Shannon Airport,9.6,2.6,3.2,4.7,17,0
24,jan,2019,Shannon Airport,11.6,9.4,0.3,11.5,28,0.1
25,jan,2019,Shannon Airport,10.5,7.5,1.7,10.2,23,0.3
26,jan,2019,Shannon Airport,9.9,5.1,5.5,16,50,0
27,jan,2019,Shannon Airport,6.9,3.2,2.9,9.8,37,1.4
28,jan,2019,Shannon Airport,7.3,3.3,2.5,8.1,28,3.9
29,jan,2019,Shannon Airport,5.2,0.8,8.8,8.8,36,3.3
30,jan,2019,Shannon Airport,4.8,-0.1,0.9,4.8,18,6.2
31,jan,2019,Shannon Airport,5.6,-0.3,10,13.4,32,1
1,feb,2019,Shannon Airport,4.3,-0.8,0.1,8,26,6.7
2,feb,2019,Shannon Airport,5.7,-3.7,0.1,4.7,22,6.4
3,feb,2019,Shannon Airport,9.1,0.8,1.2,8.2,20,0
4,feb,2019,Shannon Airport,10.6,3.1,0.2,6.5,22,6.8
5,feb,2019,Shannon Airport,12.9,3.8,10.3,12.2,30,0.1
6,feb,2019,Shannon Airport,10.9,2.2,8.1,9.9,29,3.5
7,feb,2019,Shannon Airport,9.4,4.4,8.5,10.3,31,2.1
8,feb,2019,Shannon Airport,11.3,4.8,7,23.5,52,3.7
9,feb,2019,Shannon Airport,9.1,3.4,4,14.2,48,2.5
10,feb,2019,Shannon Airport,8.8,2.1,5.5,13.2,40,4.8
11,feb,2019,Shannon Airport,10.7,5.4,0,7.2,19,1.1
12,feb,2019,Shannon Airport,12.9,9.1,0,10.6,22,0.1
13,feb,2019,Shannon Airport,11.9,9.8,0,14.2,29,1.7
14,feb,2019,Shannon Airport,11.9,7.9,0,12.9,28,2.1
15,feb,2019,Shannon Airport,12.9,7.5,0,13.1,31,0.5
16,feb,2019,Shannon Airport,11.7,6.4,0.3,13.3,32,0.1
17,feb,2019,Shannon Airport,11,5.7,1.1,12.8,27,5.6
18,feb,2019,Shannon Airport,10.1,4.2,7,11.8,26,3
19,feb,2019,Shannon Airport,11.7,3.7,3.6,11.7,29,0
20,feb,2019,Shannon Airport,15,10.4,,12.6,29,3.9
21,feb,2019,Shannon Airport,13,11.2,0,17,36,0
22,feb,2019,Shannon Airport,14.3,11.4,0,18.1,40,0.9
23,feb,2019,Shannon Airport,14.3,6,0,9.6,27,3.5
24,feb,2019,Shannon Airport,12.4,5.2,0.4,12,29,0
25,feb,2019,Shannon Airport,13.1,6.9,0,10.4,25,0
26,feb,2019,Shannon Airport,15.1,5.9,0,8.3,20,7.8
27,feb,2019,Shannon Airport,13.9,6.2,0,7.9,18,8.6
28,feb,2019,Shannon Airport,12.3,6.2,0.9,6.7,17,1.9
1,mar,2019,Shannon Airport,10.9,4.3,11,7.3,18,0
2,mar,2019,Shannon Airport,11.2,4.5,4.9,16.5,47,2.6
3,mar,2019,Shannon Airport,8,0.7,23.1,7.9,25,0
4,mar,2019,Shannon Airport,8.2,3.1,6.1,11.6,36,2.3
5,mar,2019,Shannon Airport,10.1,4,17.1,11.3,33,3.6
6,mar,2019,Shannon Airport,9.7,3.9,5.2,10.7,29,3.9
7,mar,2019,Shannon Airport,11.1,4.1,0.3,11.4,28,7.8
8,mar,2019,Shannon Airport,11.9,3.6,1.6,10.7,35,1.6
9,mar,2019,Shannon Airport,9.3,2.6,15.5,15,44,1.8
10,mar,2019,Shannon Airport,7,2,11.1,18.2,46,4.8
11,mar,2019,Shannon Airport,11.4,3.8,5.2,13.8,38,2.3
12,mar,2019,Shannon Airport,8.8,3.1,7.2,20.1,53,5.7
13,mar,2019,Shannon Airport,10.1,5.8,4.8,20.4,44,3.2
14,mar,2019,Shannon Airport,11,8.7,20.9,22.4,46,0
15,mar,2019,Shannon Airport,11,6.5,13.3,15.6,45,0
16,mar,2019,Shannon Airport,11.3,2.1,20.4,16.9,41,0.9
17,mar,2019,Shannon Airport,10,2.4,2.4,12.7,38,7.2
18,mar,2019,Shannon Airport,9.8,6.1,3.8,9.9,23,0
19,mar,2019,Shannon Airport,12.9,5.9,0.4,7.5,19,2.6
20,mar,2019,Shannon Airport,14.8,6,0.2,6.9,20,0.4
21,mar,2019,Shannon Airport,15.8,9.7,0.3,7.4,19,1.3
22,mar,2019,Shannon Airport,11.1,4.5,2.3,11,27,1.5
23,mar,2019,Shannon Airport,9.9,3.1,0,2.6,10,1.6
24,mar,2019,Shannon Airport,11.4,2.2,0,8.6,,5.1
25,mar,2019,Shannon Airport,13,5,0,4.5,14,7.9
26,mar,2019,Shannon Airport,13.7,1.9,0,4,17,9
27,mar,2019,Shannon Airport,13.2,3.2,0,3.5,13,11.5
28,mar,2019,Shannon Airport,17.3,2,0,3.2,11,10.9
29,mar,2019,Shannon Airport,14.9,3.1,0.1,4.1,14,8.9
30,mar,2019,Shannon Airport,12.6,6.5,0,5.5,17,4.5
31,mar,2019,Shannon Airport,13,2.6,0,5.2,16,10.6
1,apr,2019,Shannon Airport,11.1,3.9,1.5,7.2,28,1.7
2,apr,2019,Shannon Airport,7.4,2.6,7.7,11.7,41,4.8
3,apr,2019,Shannon Airport,8.9,3,1.4,15.3,37,9.6
4,apr,2019,Shannon Airport,9.1,2.7,2,6.6,22,3.6
5,apr,2019,Shannon Airport,12.6,1.3,0.3,7,19,10.1
6,apr,2019,Shannon Airport,14.2,5.3,1.2,8,20,1.7
7,apr,2019,Shannon Airport,14.3,1,0,5.9,19,8.8
8,apr,2019,Shannon Airport,15.4,5.2,0,9,24,4.9
9,apr,2019,Shannon Airport,11.1,4.8,0,5.2,18,0
10,apr,2019,Shannon Airport,13.5,4.1,0,4.5,13,5.1
11,apr,2019,Shannon Airport,13.4,7.3,0,7.8,14,0.8
12,apr,2019,Shannon Airport,12.3,5.2,,13.8,28,3.4
13,apr,2019,Shannon Airport,10.1,6.4,16.3,22.5,42,0.1
14,apr,2019,Shannon Airport,8.2,4.8,9.6,19.2,37,0
15,apr,2019,Shannon Airport,9.2,5.7,7.7,20.8,42,0
16,apr,2019,Shannon Airport,16,5.5,0.1,8.2,17,8.4
17,apr,2019,Shannon Airport,15.4,7.3,0,10.6,23,2.4
18,apr,2019,Shannon Airport,20.2,6.5,0,8.1,23,11
19,apr,2019,Shannon Airport,21.7,9.6,0,6.7,17,5.2
20,apr,2019,Shannon Airport,19.5,9.4,0,3.4,13,4.9
21,apr,2019,Shannon Airport,19.1,9.1,0,5.8,19,3.4
22,apr,2019,Shannon Airport,21.2,8.1,0,14.1,26,11.2
23,apr,2019,Shannon Airport,19.8,11.2,0,10,27,8.2
24,apr,2019,Shannon Airport,14.9,9,1.2,10,23,1.3
25,apr,2019,Shannon Airport,15.9,7.4,0.8,5.5,17,7.3
26,apr,2019,Shannon Airport,12.1,6.3,12.7,21.9,66,3.3
27,apr,2019,Shannon Airport,12.1,5.5,2.4,18.8,49,11
28,apr,2019,Shannon Airport,17,7.2,0.7,7.2,17,5.4
29,apr,2019,Shannon Airport,14.9,10.5,0,12.1,25,2.1
30,apr,2019,Shannon Airport,14.9,5.8,2.6,8.5,23,10.8
1,may,2019,Shannon Airport,13.7,4.1,0.3,7.7,25,4.4
2,may,2019,Shannon Airport,12.9,7.6,0.7,6.1,17,1.9
3,may,2019,Shannon Airport,13.7,5.3,0,7.8,22,8
4,may,2019,Shannon Airport,13.4,1.7,0,6.2,19,13
5,may,2019,Shannon Airport,15,0.8,0,3.8,13,13.9
6,may,2019,Shannon Airport,14.1,3.6,0,4.2,14,4.5
7,may,2019,Shannon Airport,14.8,7.2,2.1,9.2,21,2.3
8,may,2019,Shannon Airport,10.9,7,1.8,11.2,26,0.6
9,may,2019,Shannon Airport,13.4,4.5,0,8.3,21,13
10,may,2019,Shannon Airport,14.5,4.8,0.3,5.7,27,11.8
11,may,2019,Shannon Airport,15.3,3.7,0,5.7,17,14
12,may,2019,Shannon Airport,17.4,4.6,0,10.3,24,12.2
13,may,2019,Shannon Airport,18.8,9.1,0,12.4,26,12.5
14,may,2019,Shannon Airport,19,8.6,0,11.6,24,9.2
15,may,2019,Shannon Airport,18.5,9.9,0,10.8,25,5.3
16,may,2019,Shannon Airport,16.6,9.7,0.1,3.8,11,0.2
17,may,2019,Shannon Airport,17.9,7.7,0.7,4.7,18,5.9
18,may,2019,Shannon Airport,15.7,9.7,0.1,8.3,18,0.6
19,may,2019,Shannon Airport,15.9,6.7,0,9.3,20,10.9
20,may,2019,Shannon Airport,17.4,6.3,0,4.7,15,10.9
21,may,2019,Shannon Airport,18.9,6.2,0,4.9,18,14.5
22,may,2019,Shannon Airport,18.5,8.8,0,4,16,5.9
23,may,2019,Shannon Airport,16.2,11.1,1.9,4.2,15,1.9
24,may,2019,Shannon Airport,16.4,12.2,,7.2,18,0.1
25,may,2019,Shannon Airport,16.1,12.8,0.6,7.8,20,0.6
26,may,2019,Shannon Airport,15.8,11.5,2.5,14,24,5.4
27,may,2019,Shannon Airport,,,2.4,13.4,33,4.8
28,may,2019,Shannon Airport,14.6,8.6,2.1,7.5,21,2.7
29,may,2019,Shannon Airport,15.5,9.6,8.1,13.4,29,0
30,may,2019,Shannon Airport,19.3,14.1,3.4,13,29,1.8
31,may,2019,Shannon Airport,18.2,10.4,3.3,9.2,25,3.3
1,jun,2019,Shannon Airport,19.1,9.7,7,8.7,21,1.9
2,jun,2019,Shannon Airport,15.7,11.1,0.5,17.6,46,5.1
3,jun,2019,Shannon Airport,15.5,10,5.2,10.2,26,4.7
4,jun,2019,Shannon Airport,11,9.2,17,8,20,0
5,jun,2019,Shannon Airport,15.2,6.2,0.1,8,22,11.1
6,jun,2019,Shannon Airport,13.5,4.8,0.6,7.3,19,8.7
7,jun,2019,Shannon Airport,,,0.2,9.3,24,9.9
8,jun,2019,Shannon Airport,15.2,9,0.8,10.7,28,10.5
9,jun,2019,Shannon Airport,15.6,7.6,0.8,5.9,17,8.2
10,jun,2019,Shannon Airport,17.1,5.2,0.7,5.7,23,12
11,jun,2019,Shannon Airport,16.1,6.9,0.1,9.7,23,6.9
12,jun,2019,Shannon Airport,15.5,9.9,0.2,9,25,0.3
13,jun,2019,Shannon Airport,14.1,9.7,0.5,9.3,26,1.2
14,jun,2019,Shannon Airport,14.9,7,2.1,7.1,23,8.7
15,jun,2019,Shannon Airport,14.8,6.2,0,5.6,20,6.4
16,jun,2019,Shannon Airport,18.8,9.3,5.4,9,28,5
17,jun,2019,Shannon Airport,17.3,11.2,0.1,11,24,10.3
18,jun,2019,Shannon Airport,18.6,8.7,0,5.8,17,12.4
19,jun,2019,Shannon Airport,16.6,8,0.8,9,24,4.5
20,jun,2019,Shannon Airport,15.8,9.3,2.3,8.8,26,8.4
21,jun,2019,Shannon Airport,18.4,8.3,0.2,5,14,8.4
22,jun,2019,Shannon Airport,19.7,11.2,1,11.1,24,3.7
23,jun,2019,Shannon Airport,15.7,13.3,9.9,11.1,27,0
24,jun,2019,Shannon Airport,21.5,13.8,0,4.3,14,4.8
25,jun,2019,Shannon Airport,22.4,12.7,0,7.8,19,7.4
26,jun,2019,Shannon Airport,22.7,12.3,0,10.5,24,12.6
27,jun,2019,Shannon Airport,28.4,12.9,0,10.7,27,11.1
28,jun,2019,Shannon Airport,21.7,14.5,0,10.2,23,2.4
29,jun,2019,Shannon Airport,22,13,0,8.5,23,7.6
30,jun,2019,Shannon Airport,17.1,12.9,0.3,13.4,29,2.8
1,jul,2019,Shannon Airport,18.5,11.6,0,10,22,10.6
2,jul,2019,Shannon Airport,17.5,12,0,4.3,13,0.9
3,jul,2019,Shannon Airport,21,8.3,0,5,17,12
4,jul,2019,Shannon Airport,20.8,9.2,0,5.5,16,11
5,jul,2019,Shannon Airport,19,9.8,0,6.1,16,3.4
6,jul,2019,Shannon Airport,18.3,13.9,0.7,5.5,13,0.1
7,jul,2019,Shannon Airport,19.5,13.2,0,3.9,12,0.8
8,jul,2019,Shannon Airport,20.5,14.4,0,3.8,13,3.2
9,jul,2019,Shannon Airport,21.3,12.8,0,4.5,15,4.5
10,jul,2019,Shannon Airport,19.8,14.3,2.9,6.1,19,0.2
11,jul,2019,Shannon Airport,,,1,8.2,21,4.7
12,jul,2019,Shannon Airport,18.3,13.5,0,8.8,20,2.8
13,jul,2019,Shannon Airport,21.4,12.1,0,5.2,15,9.3
14,jul,2019,Shannon Airport,24.1,9.9,0,4.1,11,15.5
15,jul,2019,Shannon Airport,24.1,14.1,0.3,5.6,19,7.1
16,jul,2019,Shannon Airport,22.2,14.3,0,6.5,19,8.3
17,jul,2019,Shannon Airport,19,14.3,4.8,10.4,26,1.7
18,jul,2019,Shannon Airport,19.2,13.5,1.6,9.5,24,4.4
19,jul,2019,Shannon Airport,22.3,13.9,12,8.8,26,4.1
20,jul,2019,Shannon Airport,19.7,13.1,0,9.5,21,2.8
21,jul,2019,Shannon Airport,19.8,14.5,19.7,11.6,28,0.2
22,jul,2019,Shannon Airport,23.5,18.9,0,12.8,27,4.8
23,jul,2019,Shannon Airport,21.4,17.5,0,12.9,28,4.2
24,jul,2019,Shannon Airport,21.8,15.9,0,11.2,29,3.4
25,jul,2019,Shannon Airport,,,4.2,15.6,31,3.1
26,jul,2019,Shannon Airport,19,13.5,0.2,11.4,25,7.8
27,jul,2019,Shannon Airport,19.8,10.9,0,5.7,17,12.2
28,jul,2019,Shannon Airport,17.5,12.6,0.2,4.6,15,0.2
29,jul,2019,Shannon Airport,20.6,12.7,1.2,5.5,19,6.1
30,jul,2019,Shannon Airport,18.6,11.9,2,9.2,23,5.2
31,jul,2019,Shannon Airport,18.4,11.7,0.2,6.7,22,0
1,aug,2019,Shannon Airport,21.8,10.4,0,3.4,12,9
2,aug,2019,Shannon Airport,23.6,13,0,6.9,15,8
3,aug,2019,Shannon Airport,19.7,14.4,4.2,10.2,25,0.6
4,aug,2019,Shannon Airport,20.5,13.7,23.9,8.5,26,2.6
5,aug,2019,Shannon Airport,20.1,12.9,6.3,11.6,30,5.1
6,aug,2019,Shannon Airport,18.5,14.2,9,14,31,6.2
7,aug,2019,Shannon Airport,20,12.5,,8.6,22,8.3
8,aug,2019,Shannon Airport,22.2,11.4,,7.8,24,4.7
9,aug,2019,Shannon Airport,20.6,15.5,3.2,10.5,26,2.6
10,aug,2019,Shannon Airport,16.8,14.2,10,14.9,36,0
11,aug,2019,Shannon Airport,17.1,8.9,1,7.6,22,2.9
12,aug,2019,Shannon Airport,17.7,8.5,5.4,7,24,8.2
13,aug,2019,Shannon Airport,17,12.3,3.4,5.6,15,0.9
14,aug,2019,Shannon Airport,19.7,14.8,2.1,12.5,31,2.1
15,aug,2019,Shannon Airport,19.6,13.7,0.3,10.3,25,2.3
16,aug,2019,Shannon Airport,20.2,14.1,16.1,14.3,31,5.5
17,aug,2019,Shannon Airport,18,12.3,6,15.2,34,9.2
18,aug,2019,Shannon Airport,17.2,12.4,7.6,13.2,32,4.1
19,aug,2019,Shannon Airport,17,11.4,4,10.7,28,8.3
20,aug,2019,Shannon Airport,18,11.1,8.2,9.1,27,2.8
21,aug,2019,Shannon Airport,15.9,12.5,8.4,9.6,26,0
22,aug,2019,Shannon Airport,20.5,15.3,1.2,10.3,29,0.5
23,aug,2019,Shannon Airport,20,13.5,0,11,24,5.2
24,aug,2019,Shannon Airport,22.2,14.4,0.1,6.4,16,1.4
25,aug,2019,Shannon Airport,18.6,11.2,0,7.3,18,8.3
26,aug,2019,Shannon Airport,19.1,10.3,0,6.2,15,6
27,aug,2019,Shannon Airport,17.7,13.8,12.5,9.1,22,0
28,aug,2019,Shannon Airport,18.3,11.6,0.2,9.4,27,7.4
29,aug,2019,Shannon Airport,19.2,12.6,0.3,12.5,30,1.2
30,aug,2019,Shannon Airport,18.9,15.6,9.2,13.5,29,0.1
31,aug,2019,Shannon Airport,16.8,10.8,8,12.5,28,10.3
1,sep,2019,Shannon Airport,16.5,9.9,1.9,8.2,26,3.4
2,sep,2019,Shannon Airport,17.6,12.9,0.7,11.6,30,0.5
3,sep,2019,Shannon Airport,18.6,12.5,3.8,10.2,26,0.1
4,sep,2019,Shannon Airport,16.6,9.5,1.9,13.4,37,8.4
5,sep,2019,Shannon Airport,17,9.1,0,9.9,30,2.2
6,sep,2019,Shannon Airport,17.3,12.1,5.9,12.9,27,6
7,sep,2019,Shannon Airport,17.7,9,0,4.3,15,2.8
8,sep,2019,Shannon Airport,17.8,9,1.7,5.8,16,1.6
9,sep,2019,Shannon Airport,16.4,7.7,0.9,8.7,28,8.3
10,sep,2019,Shannon Airport,17.4,7.1,0.4,8.3,28,1.7
11,sep,2019,Shannon Airport,17.2,12.8,4.5,10.8,27,2.2
12,sep,2019,Shannon Airport,17.2,8.3,1.5,9.3,24,4.4
13,sep,2019,Shannon Airport,18.2,6.1,0,3.1,11,10
14,sep,2019,Shannon Airport,19.2,8.4,0.2,7,17,11
15,sep,2019,Shannon Airport,17.9,14.4,2,10.9,25,0
16,sep,2019,Shannon Airport,16.1,9.2,0.3,6.2,,0.2
17,sep,2019,Shannon Airport,18,6.3,0,2.9,11,11.1
18,sep,2019,Shannon Airport,20.2,8.7,0,2.4,7,11.1
19,sep,2019,Shannon Airport,21.5,9.9,0,5,12,11.2
20,sep,2019,Shannon Airport,20.2,10.2,0,13.8,32,10.9
21,sep,2019,Shannon Airport,18.8,13.1,8,14.3,32,1
22,sep,2019,Shannon Airport,17.1,11,0.1,7.7,21,3.5
23,sep,2019,Shannon Airport,19,10,7.9,9.8,25,0.8
24,sep,2019,Shannon Airport,18.9,13,0.4,7.8,18,1.2
25,sep,2019,Shannon Airport,16.9,13.2,4.1,9.1,28,0.1
26,sep,2019,Shannon Airport,15.8,11.7,7.2,12.9,32,2.6
27,sep,2019,Shannon Airport,15.9,11.6,7.5,14.3,31,7
28,sep,2019,Shannon Airport,14.8,10.7,22.5,12.1,26,0.2
29,sep,2019,Shannon Airport,16.7,8.2,2,8.3,23,8.5
30,sep,2019,Shannon Airport,14,8,22.7,6.8,22,0
1,oct,2019,Shannon Airport,14.6,5.1,3.9,9.2,25,4.3
2,oct,2019,Shannon Airport,12.9,3.3,0,4.5,17,0.3
3,oct,2019,Shannon Airport,16.6,8.7,2.3,19.2,43,0.1
4,oct,2019,Shannon Airport,15.3,12.1,0.5,17.3,48,0.4
5,oct,2019,Shannon Airport,16.2,11.4,8.5,9.5,23,1.9
6,oct,2019,Shannon Airport,14.9,8,6.3,8.5,29,3.9
7,oct,2019,Shannon Airport,16.7,11.9,2.1,12.4,33,3
8,oct,2019,Shannon Airport,14,9.6,3.7,15,39,5.3
9,oct,2019,Shannon Airport,13.3,8.9,6.3,12.8,34,4.3
10,oct,2019,Shannon Airport,16,10.7,3.2,13.4,37,1.5
11,oct,2019,Shannon Airport,14.6,8.8,1,8.5,24,2.5
12,oct,2019,Shannon Airport,15.1,7.7,2.6,6,19,7.1
13,oct,2019,Shannon Airport,14.3,7.2,0.1,6.4,17,6.4
14,oct,2019,Shannon Airport,13.3,7.6,33.4,5.7,17,0
15,oct,2019,Shannon Airport,13.9,7.6,0.9,9.7,28,1.5
16,oct,2019,Shannon Airport,14.4,7.7,0.5,9.2,21,7.3
17,oct,2019,Shannon Airport,13.2,8.5,0.8,10.9,24,2.8
18,oct,2019,Shannon Airport,11.4,7.1,7.9,7.3,18,2.2
19,oct,2019,Shannon Airport,13.5,5.5,0.4,6.7,23,3
20,oct,2019,Shannon Airport,12,4.5,0,7.8,22,4.5
21,oct,2019,Shannon Airport,12,1.3,0,2.8,8,9.2
22,oct,2019,Shannon Airport,12,6.2,0,7.2,17,0
23,oct,2019,Shannon Airport,12.6,9.8,2.9,10.7,25,0
24,oct,2019,Shannon Airport,13,2.7,1.9,6.7,20,6.1
25,oct,2019,Shannon Airport,7.6,2.7,4.5,3.1,13,0
26,oct,2019,Shannon Airport,9.9,2.7,0.2,6.1,28,7.6
27,oct,2019,Shannon Airport,11.6,1,0.1,3.1,10,7.8
28,oct,2019,Shannon Airport,10.1,1.8,0,8.1,21,5.6
29,oct,2019,Shannon Airport,10.8,2.1,0,11.2,30,8.1
30,oct,2019,Shannon Airport,10.5,7.9,2.3,12.8,25,0
31,oct,2019,Shannon Airport,13.1,8.8,5.6,9.9,23,0
1,nov,2019,Shannon Airport,13.6,9.1,10.2,9.5,28,0
2,nov,2019,Shannon Airport,11.6,7.2,6.7,13,36,0
3,nov,2019,Shannon Airport,11.6,6.5,5.2,7.2,23,0.5
4,nov,2019,Shannon Airport,10.7,2.6,0.1,7.5,22,0.1
5,nov,2019,Shannon Airport,11.7,5.5,0.1,6.9,22,0.9
6,nov,2019,Shannon Airport,9.4,4.3,6.5,8.4,31,0.3
7,nov,2019,Shannon Airport,8.6,4.3,3.5,9.4,24,1.3
8,nov,2019,Shannon Airport,8.9,1.1,0.2,5.5,17,
9,nov,2019,Shannon Airport,10,3.7,9.4,10,29,4.2
10,nov,2019,Shannon Airport,8.7,0.8,5.1,8.8,42,2
11,nov,2019,Shannon Airport,9,4.3,12,12,40,3
12,nov,2019,Shannon Airport,9.2,3.5,1.4,9,31,7
13,nov,2019,Shannon Airport,6.1,2,11.2,10,26,0
14,nov,2019,Shannon Airport,7.5,2.2,0.3,11.8,32,8
15,nov,2019,Shannon Airport,7.8,0.5,0,7.7,23,7.7
16,nov,2019,Shannon Airport,4.9,-0.3,0,2.3,9,0
17,nov,2019,Shannon Airport,8.5,0.5,0,6.7,24,2.3
18,nov,2019,Shannon Airport,8.7,-2,0.1,6.5,22,1.9
19,nov,2019,Shannon Airport,10.6,6.4,2.6,11,26,7
20,nov,2019,Shannon Airport,9,6.2,9.5,10.2,23,0
21,nov,2019,Shannon Airport,8.4,5.9,5.6,6.7,17,0
22,nov,2019,Shannon Airport,8.8,3.2,0,7.1,16,1.6
23,nov,2019,Shannon Airport,8.8,2.7,0.4,6.7,20,1.7
24,nov,2019,Shannon Airport,9.5,2.2,2.8,9.7,29,0
25,nov,2019,Shannon Airport,11.3,7,5.7,6,20,0
26,nov,2019,Shannon Airport,11.6,7.9,5.2,13.8,35,0.1
27,nov,2019,Shannon Airport,9.8,6.4,0.6,4.7,17,0.5
28,nov,2019,Shannon Airport,9.4,6.1,0.5,2.3,8,0
29,nov,2019,Shannon Airport,8.6,4.8,0,6.8,21,2.1
30,nov,2019,Shannon Airport,9.4,4.9,0,10.2,26,0
1,dec,2019,Shannon Airport,6.3,-0.6,0,4.3,15,3.6
2,dec,2019,Shannon Airport,4.2,-1.8,0,3.3,11,3.5
3,dec,2019,Shannon Airport,9.1,0.1,0,8.5,23,5.9
4,dec,2019,Shannon Airport,10.1,5,2.9,8.3,19,3.8
5,dec,2019,Shannon Airport,12,5.9,2.3,13,33,0
6,dec,2019,Shannon Airport,11.4,7.1,1.9,13.4,31,3
7,dec,2019,Shannon Airport,12.8,7.3,6.2,11.6,41,3.3
8,dec,2019,Shannon Airport,10.1,5.3,7.8,25.2,58,0.6
9,dec,2019,Shannon Airport,10.3,5.4,0.6,12.2,49,4.4
10,dec,2019,Shannon Airport,13.5,4.7,11.7,16.3,,0
11,dec,2019,Shannon Airport,6.1,3.6,5,10.6,30,1.5
12,dec,2019,Shannon Airport,9.2,4.5,17.7,13.7,51,0.2
13,dec,2019,Shannon Airport,7.5,4.7,4,16.9,42,0.8
14,dec,2019,Shannon Airport,6.9,2,5.3,15,51,0.5
15,dec,2019,Shannon Airport,5.8,1.2,6.9,10.2,42,0.3
16,dec,2019,Shannon Airport,6.6,0.8,0.6,6,19,6.3
17,dec,2019,Shannon Airport,5.1,1.3,10.3,5.8,15,4.4
18,dec,2019,Shannon Airport,12.2,2.9,4.4,18.8,42,0
19,dec,2019,Shannon Airport,9.4,6.4,10.9,6.3,19,0.1
20,dec,2019,Shannon Airport,6.8,1.8,0.3,5.8,12,3.7
21,dec,2019,Shannon Airport,5.4,2,0.6,4.1,14,1.3
22,dec,2019,Shannon Airport,9.4,3.1,3.4,10.3,27,2.7
23,dec,2019,Shannon Airport,8.3,5.6,0.9,9.1,23,1.1
24,dec,2019,Shannon Airport,8.8,3.8,2.3,8,26,3.5
25,dec,2019,Shannon Airport,9.1,-0.3,0,9,37,0
26,dec,2019,Shannon Airport,11.5,7.6,10.7,10.9,32,0.6
27,dec,2019,Shannon Airport,12.7,10.3,0.1,9.1,26,0
28,dec,2019,Shannon Airport,11.5,10.2,0,14.5,35,0
29,dec,2019,Shannon Airport,12.4,8.5,0,14.2,31,0
30,dec,2019,Shannon Airport,10.2,7.4,0.2,6.9,17,0
31,dec,2019,Shannon Airport,8.6,2.7,0.1,5.6,16,0
1,jan,2018,Cork Airport,8.7,2.7,3.1,12,34,4.6
2,jan,2018,Cork Airport,12.3,4.4,15,16,45,0
3,jan,2018,Cork Airport,8.8,4.6,2.5,17.2,48,1.6
4,jan,2018,Cork Airport,12,3.2,9.6,14.2,58,3.5
5,jan,2018,Cork Airport,6.5,1.8,1.2,6.6,26,5.1
6,jan,2018,Cork Airport,5.6,1,1.3,10.8,26,6.6
7,jan,2018,Cork Airport,4.6,-0.5,0,10.8,24,6.4
8,jan,2018,Cork Airport,6.6,-0.5,0.5,10.5,28,0
9,jan,2018,Cork Airport,8.6,1.6,6.5,14.7,40,0.3
10,jan,2018,Cork Airport,7.9,1.1,17.1,7,20,0
11,jan,2018,Cork Airport,6.8,2,0.2,6.8,17,0.9
12,jan,2018,Cork Airport,8.9,6.1,28.8,20.4,44,0
13,jan,2018,Cork Airport,8.9,4.4,,9.1,39,1.7
14,jan,2018,Cork Airport,9.9,3.1,2.5,9.7,33,0.2
15,jan,2018,Cork Airport,10,5.2,3.2,15,39,1.6
16,jan,2018,Cork Airport,5.9,0.2,9.7,17.3,41,2.7
17,jan,2018,Cork Airport,10.9,1,6,16.5,47,3.2
18,jan,2018,Cork Airport,9,0.4,2.1,11.5,42,5
19,jan,2018,Cork Airport,5.4,-0.9,2.8,8.5,27,3.9
20,jan,2018,Cork Airport,10.5,4.4,3.3,10,40,3.1
21,jan,2018,Cork Airport,12.7,6.1,2.4,11.5,33,0.1
22,jan,2018,Cork Airport,10.3,6.6,2,8.5,25,1.1
23,jan,2018,Cork Airport,11.4,8.9,2.6,18.9,44,2.1
24,jan,2018,Cork Airport,10.9,3.2,7.3,16.7,51,2.9
25,jan,2018,Cork Airport,7.8,3.3,2,13.4,30,2
26,jan,2018,Cork Airport,8.1,4.3,4.5,8.5,25,1.8
27,jan,2018,Cork Airport,13.1,8,2.4,10.6,25,2.2
28,jan,2018,Cork Airport,11.5,9.4,1.4,13.5,33,0
29,jan,2018,Cork Airport,10.8,4.1,2.6,10.9,33,5.5
30,jan,2018,Cork Airport,7.8,2.1,2,4.6,20,0
31,jan,2018,Cork Airport,8,1.6,4.9,16.5,46,4
1,feb,2018,Cork Airport,7,2.6,0,14,36,8.1
2,feb,2018,Cork Airport,6.5,1.4,1.5,9,24,2.9
3,feb,2018,Cork Airport,6,2.2,1.7,13.7,39,6.5
4,feb,2018,Cork Airport,6.9,1.8,0.1,8.9,24,5.5
5,feb,2018,Cork Airport,4.9,0,2.7,3.9,13,5.3
6,feb,2018,Cork Airport,4.1,0.1,0.3,12.8,33,8.5
7,feb,2018,Cork Airport,6.9,0.1,0.5,6.8,19,0
8,feb,2018,Cork Airport,9.2,1.3,2,9,36,0
9,feb,2018,Cork Airport,5.3,-0.2,1,9.4,26,5.1
