day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
8,mar,2019,Cork Airport,12.9,2.5,1.8,10.7,40,3.1
9,mar,2019,Cork Airport,9.6,4.2,6.6,13.2,38,4.8
10,mar,2019,Cork Airport,9,1.8,4.7,17,45,7
11,mar,2019,Cork Airport,10.3,0.9,7.9,16.4,49,2.1
12,mar,2019,Cork Airport,10.2,2.8,7.5,16.9,45,5.2
13,mar,2019,Cork Airport,9.2,4.4,0.6,19.2,55,2.8
14,mar,2019,Cork Airport,12.3,8.2,2.7,18.5,35,0.3
15,mar,2019,Cork Airport,11.4,8.1,3.4,14.6,34,0
16,mar,2019,Cork Airport,10.4,0.6,9.6,20.5,44,1
17,mar,2019,Cork Airport,9.4,0.3,0.3,13.9,43,9.1
18,mar,2019,Cork Airport,9.8,4.5,0.4,8.2,22,0.1
19,mar,2019,Cork Airport,16.8,3.8,0.3,6.9,15,6.4
20,mar,2019,Cork Airport,13.7,3,0.3,6.2,17,2
21,mar,2019,Cork Airport,11.4,8.4,0.9,7.8,24,0.2
22,mar,2019,Cork Airport,10.5,4.5,1.6,11.2,26,0.1
23,mar,2019,Cork Airport,9.1,3.7,,4.2,15,2
24,mar,2019,Cork Airport,10.1,2.2,0,8.2,26,7.1
25,mar,2019,Cork Airport,,,0,5.2,14,7.7
26,mar,2019,Cork Airport,12.5,3.9,0,6.2,17,11.3
27,mar,2019,Cork Airport,13.1,3.9,0,5.1,13,10.3
28,mar,2019,Cork Airport,11.5,1.1,0.1,6.9,19,11.5
29,mar,2019,Cork Airport,11.5,3.8,0,6.6,17,7.8
30,mar,2019,Cork Airport,11.9,6.5,0,3.7,17,2.9
31,mar,2019,Cork Airport,11.9,3.5,0,7.8,19,8.7
1,apr,2019,Cork Airport,10.9,4.1,0.1,6.7,23,0.3
2,apr,2019,Cork Airport,5.9,0.3,3.4,13.2,46,5.4
3,apr,2019,Cork Airport,8,2.1,0.2,18.9,41,9.3
4,apr,2019,Cork Airport,8.7,1.5,0.7,10.5,25,8.5
5,apr,2019,Cork Airport,9.7,-0.1,3.4,7.8,21,8.6
6,apr,2019,Cork Airport,11.2,6,7.1,10.5,22,4.6
7,apr,2019,Cork Airport,11.7,2.8,1.1,10.5,25,5.7
8,apr,2019,Cork Airport,11.9,7.9,0.4,11.8,25,2.4
9,apr,2019,Cork Airport,11.2,7.2,1.2,8,17,0.1
10,apr,2019,Cork Airport,10.6,5.3,0,6.4,16,2.4
11,apr,2019,Cork Airport,11.1,5.3,0,6.2,16,9.3
12,apr,2019,Cork Airport,9.8,6.5,0,13.2,26,1
13,apr,2019,Cork Airport,8.6,5.6,8.4,20.6,38,0
14,apr,2019,Cork Airport,6.1,4.7,29.8,21.2,42,0
15,apr,2019,Cork Airport,8.3,5.2,54.6,19.6,45,0
16,apr,2019,Cork Airport,12.4,5.9,0.3,6.4,18,7.4
17,apr,2019,Cork Airport,12.6,8.5,0,12,23,1.7
18,apr,2019,Cork Airport,15.1,8.9,0,12.2,23,10.6
19,apr,2019,Cork Airport,17.7,9.8,0,5.9,14,9.4
20,apr,2019,Cork Airport,19.1,9.1,0,3.6,12,9.9
21,apr,2019,Cork Airport,13.6,6.1,0,6,17,8.1
22,apr,2019,Cork Airport,16.3,7.4,0.1,9.8,22,8.6
23,apr,2019,Cork Airport,14.8,9.8,0.9,10.8,26,6.9
24,apr,2019,Cork Airport,12.6,7.3,3.9,10.3,22,0.7
25,apr,2019,Cork Airport,12.8,7.1,0.7,7.2,21,5.7
26,apr,2019,Cork Airport,10.7,4.5,9.2,18.3,63,2.1
27,apr,2019,Cork Airport,11.4,3.9,0.7,17,46,10.9
28,apr,2019,Cork Airport,16.4,6.7,0,6.2,18,5.6
29,apr,2019,Cork Airport,11.5,9.1,2.3,10,27,0
30,apr,2019,Cork Airport,15.7,7.3,7.3,7.9,30,10.3
1,may,2019,Cork Airport,13.8,4.8,0.8,6.6,18,8.3
2,may,2019,Cork Airport,10.7,6.7,1.9,6,15,0.4
3,may,2019,Cork Airport,12.9,6,0.1,8.9,21,2.7
4,may,2019,Cork Airport,10.9,2.8,0,8.7,24,13.1
5,may,2019,Cork Airport,13.1,3.4,0,5.5,15,12.5
6,may,2019,Cork Airport,11.9,4.5,0,5,15,4.5
7,may,2019,Cork Airport,11.8,5.5,14.1,11.2,27,3.2
8,may,2019,Cork Airport,8.9,6.4,14.2,12.5,26,0
9,may,2019,Cork Airport,13.5,4.8,0,9.3,21,13.7
10,may,2019,Cork Airport,12.8,4.2,0.3,5.7,17,10.6
11,may,2019,Cork Airport,14.7,4.9,0,8,19,12.3
12,may,2019,Cork Airport,13.9,5.2,0,8.3,21,10.8
13,may,2019,Cork Airport,14.3,7.4,0.1,12.6,25,13.3
14,may,2019,Cork Airport,14.2,7.8,0,12.5,26,11
15,may,2019,Cork Airport,15.2,9,0,11.2,23,3.5
16,may,2019,Cork Airport,13.7,9.6,0.1,6.3,18,0
17,may,2019,Cork Airport,16,8.8,2,4.4,16,3.5
18,may,2019,Cork Airport,15.7,9.2,0.1,12.5,26,4.1
19,may,2019,Cork Airport,16.1,7.7,0,11.4,26,11.7
20,may,2019,Cork Airport,16,6.6,0,7,16,11.6
21,may,2019,Cork Airport,16.6,7.5,0,7.1,21,14.1
22,may,2019,Cork Airport,15.2,9.1,,5.2,15,7.9
23,may,2019,Cork Airport,15.4,9.9,0.2,5.3,15,1.4
24,may,2019,Cork Airport,17,9.7,0,7.4,20,2.1
25,may,2019,Cork Airport,20.3,12.3,0,6.4,16,5.4
26,may,2019,Cork Airport,17.1,10,0.3,11.4,28,9.6
27,may,2019,Cork Airport,16,8.9,1,12.2,34,8.2
28,may,2019,Cork Airport,14.9,8.4,3,8.6,22,6.5
29,may,2019,Cork Airport,17.1,9.1,2.2,9,22,0.5
30,may,2019,Cork Airport,18.2,12.8,0.1,11,24,4.9
31,may,2019,Cork Airport,15.5,9,0.5,11.2,30,2.7
1,jun,2019,Cork Airport,15,9.1,11.9,6.6,22,0.1
2,jun,2019,Cork Airport,,,6.6,14.6,40,8.3
3,jun,2019,Cork Airport,14.5,6.5,0.7,9,26,6.6
4,jun,2019,Cork Airport,13.1,8.1,12.5,11.2,28,2.8
5,jun,2019,Cork Airport,13.9,7.6,13.3,7.4,23,6.5
6,jun,2019,Cork Airport,13.8,5.5,0,5.9,19,11.3
7,jun,2019,Cork Airport,15.7,5.8,0,8.6,26,9
8,jun,2019,Cork Airport,16.4,7.7,0.1,9.7,25,8.8
9,jun,2019,Cork Airport,13.6,5.5,8,5.2,22,7.9
10,jun,2019,Cork Airport,15.8,6.3,0.8,8.4,23,12.6
11,jun,2019,Cork Airport,16,7.4,0.1,13,29,11.4
12,jun,2019,Cork Airport,12,8,0.6,10.3,23,0
13,jun,2019,Cork Airport,12.7,8.7,0.3,9.9,22,0.2
14,jun,2019,Cork Airport,12.8,7.1,4.9,5.6,18,0
15,jun,2019,Cork Airport,14.2,6.8,0,6.8,19,8.8
16,jun,2019,Cork Airport,15.3,6.9,5.4,9.4,28,6.3
17,jun,2019,Cork Airport,16.1,8.8,0.9,9.4,23,8.2
18,jun,2019,Cork Airport,16.8,7.2,0.1,5,17,7.4
19,jun,2019,Cork Airport,16.9,8.7,1.4,7.3,21,8.3
20,jun,2019,Cork Airport,16.1,8.3,1,7.2,24,10.8
21,jun,2019,Cork Airport,15.8,7.4,0,6,17,11.2
22,jun,2019,Cork Airport,16,9.8,0.9,11.5,26,4.1
23,jun,2019,Cork Airport,13.9,12.6,39.1,12.5,27,0
24,jun,2019,Cork Airport,19.7,13.6,1,5,14,7.3
25,jun,2019,Cork Airport,20,13.8,0,5.3,16,5.8
26,jun,2019,Cork Airport,19.7,14.3,0,9.4,23,3.8
27,jun,2019,Cork Airport,23.3,14.4,0,17.5,32,10.7
28,jun,2019,Cork Airport,17.6,13.1,0.7,10.3,28,0
29,jun,2019,Cork Airport,18.5,12.4,0,8,22,5.3
30,jun,2019,Cork Airport,18.2,11.3,0.2,10,23,3.4
1,jul,2019,Cork Airport,18.8,11,0,10.2,26,11.5
2,jul,2019,Cork Airport,17.3,9.9,0,6,16,2.3
3,jul,2019,Cork Airport,18.3,10.9,0,5.1,14,11.8
4,jul,2019,Cork Airport,,,0,6,17,14.7
5,jul,2019,Cork Airport,22.7,11.4,0,7.6,17,12.5
6,jul,2019,Cork Airport,19.2,12.3,0,6.4,15,1.6
7,jul,2019,Cork Airport,16.9,14.4,0.2,5.5,14,0.1
8,jul,2019,Cork Airport,20.7,14,1.8,4.4,13,2.2
9,jul,2019,Cork Airport,21.7,12,0,5.8,19,6
10,jul,2019,Cork Airport,18.9,12,5.3,7.8,18,0.1
11,jul,2019,Cork Airport,21.8,15.1,1.5,9.5,21,7.1
12,jul,2019,Cork Airport,20.2,12.5,0,12.5,27,8.3
13,jul,2019,Cork Airport,20.7,11.7,0,6.5,18,11
14,jul,2019,Cork Airport,20.4,12,0,5.3,13,15.2
15,jul,2019,Cork Airport,19.7,11.5,0,6.3,19,7.2
16,jul,2019,Cork Airport,21.8,13.8,0.9,5.5,18,9.5
17,jul,2019,Cork Airport,20.3,12.3,3,8.9,24,1.2
18,jul,2019,Cork Airport,20.3,12,0.4,7.9,20,6.9
19,jul,2019,Cork Airport,19.4,13.7,3.5,12.3,30,1.9
20,jul,2019,Cork Airport,19.5,13,0,9.1,28,4.7
21,jul,2019,Cork Airport,17.9,13.5,2.9,13.2,31,0.1
22,jul,2019,Cork Airport,20,16.3,1.1,14.5,29,0.4
23,jul,2019,Cork Airport,18.1,15.5,1.7,10.5,22,0.5
24,jul,2019,Cork Airport,18.9,14.1,0.7,10.8,28,0.7
25,jul,2019,Cork Airport,18.8,15.4,7.3,17.2,34,0.2
26,jul,2019,Cork Airport,,,2.1,9.4,22,10.1
27,jul,2019,Cork Airport,19.2,10.5,0,7,18,7.8
28,jul,2019,Cork Airport,17.1,11.1,0,6.7,15,3.9
29,jul,2019,Cork Airport,18.7,11,11.3,6.7,18,5.9
30,jul,2019,Cork Airport,18.4,11.6,0,12.7,26,6.5
31,jul,2019,Cork Airport,19.4,10.6,0.2,7,21,3.9
1,aug,2019,Cork Airport,20.3,11.6,0,5.8,15,12.1
2,aug,2019,Cork Airport,20.4,11.4,0.1,5.3,16,6.9
3,aug,2019,Cork Airport,17.3,12.9,12,8.4,26,1
4,aug,2019,Cork Airport,18.6,11.9,7.1,8.3,25,3.4
5,aug,2019,Cork Airport,19.5,11.3,0.6,11.4,29,6.3
6,aug,2019,Cork Airport,19.7,13.3,1.1,11.3,26,10.5
7,aug,2019,Cork Airport,21.3,12.2,0,7,17,6.4
8,aug,2019,Cork Airport,18.8,12.2,30.6,11,31,5.6
9,aug,2019,Cork Airport,17.5,15.2,18.8,14,33,0
10,aug,2019,Cork Airport,17.9,13.7,5.2,14.8,36,4.8
11,aug,2019,Cork Airport,16,10.4,0.4,8.3,20,0.6
12,aug,2019,Cork Airport,18.3,9.3,5.1,6.9,22,8.7
13,aug,2019,Cork Airport,16.5,10.9,1.7,6.7,21,0.3
14,aug,2019,Cork Airport,21.3,13.4,1.5,10.1,27,2.5
15,aug,2019,Cork Airport,21,13.5,0.2,10,24,5.6
16,aug,2019,Cork Airport,20,13.3,7.6,13.7,30,5.3
17,aug,2019,Cork Airport,18.1,10,0.3,10.5,28,10
18,aug,2019,Cork Airport,18.8,9.9,0.5,11.2,30,10.9
19,aug,2019,Cork Airport,17.9,8.2,0.2,8.8,25,9.3
20,aug,2019,Cork Airport,18.2,8.2,0.9,8,25,3.7
21,aug,2019,Cork Airport,15.9,12.3,0.5,14.4,34,0.2
22,aug,2019,Cork Airport,19.4,14.6,0.3,10,23,0.4
23,aug,2019,Cork Airport,18.1,13.1,0,8.4,21,4.3
24,aug,2019,Cork Airport,20.1,14,0.1,6.8,19,1.8
25,aug,2019,Cork Airport,20.5,12.4,0,9.6,21,9.8
26,aug,2019,Cork Airport,18.6,10.5,0,5.8,16,7.9
27,aug,2019,Cork Airport,16.3,12.3,6.5,8.3,27,0.3
28,aug,2019,Cork Airport,18.4,9.1,0,7.8,24,10.6
29,aug,2019,Cork Airport,17.5,10.1,0.3,11.8,28,1.3
30,aug,2019,Cork Airport,18.5,15.1,0,17.4,33,1.6
31,aug,2019,Cork Airport,16.8,10.5,6,12.2,36,10.5
1,sep,2019,Cork Airport,17.2,7.3,0,7.8,19,6
2,sep,2019,Cork Airport,18.2,10.4,0.1,8.6,23,3.3
3,sep,2019,Cork Airport,18.6,12.1,1.7,10,24,0.3
4,sep,2019,Cork Airport,16.3,7.8,0.2,12.7,37,9.7
5,sep,2019,Cork Airport,18.1,8,0,8,22,9
6,sep,2019,Cork Airport,17.4,10.9,0,12.3,28,3.3
7,sep,2019,Cork Airport,16.1,10.7,0,5.7,16,2
8,sep,2019,Cork Airport,16.3,8.4,0.6,6.7,17,4.1
9,sep,2019,Cork Airport,16.6,9.1,0.4,12.7,32,9
10,sep,2019,Cork Airport,,,0.1,8.9,26,2.7
11,sep,2019,Cork Airport,19.4,13.1,0.1,10.1,29,7.2
12,sep,2019,Cork Airport,19.1,9.1,0.7,11.2,26,2.5
13,sep,2019,Cork Airport,18.4,7.8,0,4.2,12,10.9
14,sep,2019,Cork Airport,18.6,7.9,0,5.2,16,11.2
15,sep,2019,Cork Airport,19.6,10.4,0,6,17,1
16,sep,2019,Cork Airport,19.1,12.8,1.2,6.1,13,0.8
17,sep,2019,Cork Airport,17.1,9,0.5,4.6,13,11.4
18,sep,2019,Cork Airport,18.2,8.2,0.1,3.9,11,
19,sep,2019,Cork Airport,17.9,9.7,0.3,5.6,14,9.4
20,sep,2019,Cork Airport,16.6,12.5,0.3,14.1,34,8.2
21,sep,2019,Cork Airport,16.1,14.3,19.4,14.4,,0
22,sep,2019,Cork Airport,17.2,8.2,0.6,6.7,19,5.5
23,sep,2019,Cork Airport,17.6,8.4,11.5,11.9,35,0.1
24,sep,2019,Cork Airport,15.7,13.1,3.6,11.3,28,0.3
25,sep,2019,Cork Airport,16.9,11.9,1.8,9.4,25,0.1
26,sep,2019,Cork Airport,15.3,10.8,3.3,12.4,32,1.9
27,sep,2019,Cork Airport,16.4,11.1,3.4,12.2,29,7
28,sep,2019,Cork Airport,15.4,11,21.2,11.2,26,0.9
29,sep,2019,Cork Airport,16.6,9.5,1.2,13,34,8.5
30,sep,2019,Cork Airport,16.4,9.2,18.8,9.4,30,1.1
1,oct,2019,Cork Airport,14,6.8,7.4,11.1,30,2.1
2,oct,2019,Cork Airport,12.5,4.4,0,5.7,13,7.3
3,oct,2019,Cork Airport,15.4,9.1,9,16.6,36,0.6
4,oct,2019,Cork Airport,16.2,10.6,0,13.2,38,6.5
5,oct,2019,Cork Airport,16.8,9.5,10.8,8.4,24,1.5
6,oct,2019,Cork Airport,14.4,9.3,9.6,8.7,27,5.1
7,oct,2019,Cork Airport,16.3,10.5,5,11.1,30,5.6
8,oct,2019,Cork Airport,13.8,8.7,2.9,11,31,5
9,oct,2019,Cork Airport,13.3,7.2,0.7,10.2,27,7.7
10,oct,2019,Cork Airport,15.1,8.2,4.8,13.7,37,1.6
11,oct,2019,Cork Airport,14.3,7.8,4.6,7.9,23,2.6
12,oct,2019,Cork Airport,14.8,5.6,0.1,6,20,7.5
13,oct,2019,Cork Airport,13.5,7.5,6.6,5,21,5
14,oct,2019,Cork Airport,13.1,9.8,41.2,9.3,26,0
15,oct,2019,Cork Airport,13.2,6.7,4.9,9.4,28,1.6
16,oct,2019,Cork Airport,13.1,5.7,1.4,8.8,29,8.3
17,oct,2019,Cork Airport,11.9,6.6,7.5,9,33,1.9
18,oct,2019,Cork Airport,12.6,7.5,1.5,11.7,30,6.4
19,oct,2019,Cork Airport,12.2,6.5,0.3,8.9,23,4.9
20,oct,2019,Cork Airport,11.7,5.1,0,12,26,7
21,oct,2019,Cork Airport,12.1,3.4,0,6.9,18,9.3
22,oct,2019,Cork Airport,10.8,4.7,0,6.2,21,0
23,oct,2019,Cork Airport,12.1,8.2,6.1,11.5,27,0.2
24,oct,2019,Cork Airport,12.9,5.3,3,5.9,23,7.4
25,oct,2019,Cork Airport,7.7,5.5,17.6,6.3,16,0
26,oct,2019,Cork Airport,8.8,3.7,5.4,8.1,20,7.9
27,oct,2019,Cork Airport,10,2,0,5.5,14,9.1
28,oct,2019,Cork Airport,8.9,3.4,0,12.8,25,0.2
29,oct,2019,Cork Airport,10.3,6.5,0,18.6,36,0.9
30,oct,2019,Cork Airport,10.4,9.3,15.2,17.9,34,0
31,oct,2019,Cork Airport,13.1,9.9,13.6,9.5,25,0
1,nov,2019,Cork Airport,13.4,8.1,6.2,12.8,29,0
2,nov,2019,Cork Airport,10.7,6.9,6.5,13.7,38,0.1
3,nov,2019,Cork Airport,11.3,4.8,1.9,9.9,25,2.2
4,nov,2019,Cork Airport,9.3,5.2,2.3,11,29,2.8
5,nov,2019,Cork Airport,11.2,6.3,0,11.8,29,5.4
6,nov,2019,Cork Airport,8.9,2.3,8.8,8,29,0.7
7,nov,2019,Cork Airport,6.7,2.3,0.4,13,33,0.7
8,nov,2019,Cork Airport,10.3,2.7,0.4,6.2,19,7.9
9,nov,2019,Cork Airport,9.1,4.3,4.3,14.5,35,5.9
10,nov,2019,Cork Airport,8.3,1.8,4.3,9,32,2.8
11,nov,2019,Cork Airport,7.4,2.7,3.3,13.5,42,3.7
12,nov,2019,Cork Airport,8.4,3.2,0.2,10.9,29,7.2
13,nov,2019,Cork Airport,6,2.2,15.2,9.4,38,1.9
14,nov,2019,Cork Airport,6,1.8,0.1,17,34,7.9
15,nov,2019,Cork Airport,6.9,1.1,0,14.6,30,8.1
16,nov,2019,Cork Airport,5.4,1.3,0,7.5,22,0.3
17,nov,2019,Cork Airport,6.9,2.5,0,11,27,2.2
18,nov,2019,Cork Airport,8.6,0.6,0,7,21,2
19,nov,2019,Cork Airport,10,5.3,5,11.5,36,5.9
20,nov,2019,Cork Airport,9.1,6.9,33.7,11.1,25,0
21,nov,2019,Cork Airport,8.3,5.1,11.4,6.6,19,0.1
22,nov,2019,Cork Airport,7.6,4,4.9,7.4,14,0.7
23,nov,2019,Cork Airport,7.5,3.7,0.2,12.1,25,0
24,nov,2019,Cork Airport,10.5,4,16.2,9.7,33,0
25,nov,2019,Cork Airport,11.1,6.9,1,5.9,19,0.6
26,nov,2019,Cork Airport,10.9,8,17.9,16,40,0
27,nov,2019,Cork Airport,8.9,6.1,0.5,8,24,0.1
28,nov,2019,Cork Airport,9.9,6.8,0.1,4.7,12,0.4
29,nov,2019,Cork Airport,8.1,6,0.2,8.5,24,0.2
30,nov,2019,Cork Airport,9.6,6.9,0,16.6,33,0
1,dec,2019,Cork Airport,7,1.7,0,7.9,16,3.8
2,dec,2019,Cork Airport,6.8,0.5,0,5.2,12,6.2
3,dec,2019,Cork Airport,8.3,2.3,0,6.8,19,1.4
4,dec,2019,Cork Airport,10.6,3,0.6,8.3,21,3.4
5,dec,2019,Cork Airport,11.2,3.3,2.3,13,34,0
6,dec,2019,Cork Airport,11.1,4.4,0.4,11.3,31,3.2
7,dec,2019,Cork Airport,12.3,4.9,7.5,13.5,36,0
8,dec,2019,Cork Airport,9.5,5.2,5.6,20.5,54,2.7
9,dec,2019,Cork Airport,9.6,3.9,0.2,14.5,54,5
10,dec,2019,Cork Airport,11.9,2.3,13.9,17.7,44,0.1
11,dec,2019,Cork Airport,6.1,0.9,2.6,9.9,27,5.5
12,dec,2019,Cork Airport,9.6,4.2,8.1,13.2,41,1.5
13,dec,2019,Cork Airport,7.4,3.3,3.7,13.3,43,2.1
14,dec,2019,Cork Airport,6.1,0.5,,11,37,1.8
15,dec,2019,Cork Airport,6.1,0.7,3.9,12.2,32,0.1
16,dec,2019,Cork Airport,5.5,1.1,0,4.5,18,7.3
17,dec,2019,Cork Airport,6.5,0.1,0,4.2,,5.8
18,dec,2019,Cork Airport,11,4.3,23.2,22.9,47,0
19,dec,2019,Cork Airport,8.9,4.2,15.2,7.2,28,0
20,dec,2019,Cork Airport,6.8,0.4,4.3,3.7,21,3
21,dec,2019,Cork Airport,5.6,2.2,0.6,6.2,17,0
22,dec,2019,Cork Airport,8.6,3.2,1.9,9.8,,4.2
23,dec,2019,Cork Airport,7.7,3.1,1.8,7.8,18,0.2
24,dec,2019,Cork Airport,9.5,3.9,3.7,10.3,46,3.1
25,dec,2019,Cork Airport,8.8,1.4,0.1,12.2,35,0
26,dec,2019,Cork Airport,11.6,7.6,,13,37,0.6
27,dec,2019,Cork Airport,10.9,8.9,2,11.6,23,0
28,dec,2019,Cork Airport,10,8.8,0.8,12.2,28,0
29,dec,2019,Cork Airport,9.9,8.1,0.1,12.8,26,0
30,dec,2019,Cork Airport,9.9,8.1,0.4,7,22,0
31,dec,2019,Cork Airport,8.7,5.5,0.4,7.5,19,0
1,jan,2018,Knock Airport,6.2,1.9,2.6,12.7,34,0.8
2,jan,2018,Knock Airport,8.1,1.2,10.2,14.3,84,0
3,jan,2018,Knock Airport,7.9,4.5,4.7,20.8,52,0.1
4,jan,2018,Knock Airport,6.5,1.7,7.6,9.9,30,2.5
5,jan,2018,Knock Airport,4.6,0.4,0.6,5.7,17,1
6,jan,2018,Knock Airport,4,-1.3,0.2,8.5,23,6.1
7,jan,2018,Knock Airport,2.3,-2,0,7.6,17,4.6
8,jan,2018,Knock Airport,1.5,-3.6,0.6,10.2,26,4.2
9,jan,2018,Knock Airport,6.7,1.5,4.6,13.8,36,0
10,jan,2018,Knock Airport,3.9,0.9,6.5,5.1,14,0
11,jan,2018,Knock Airport,4.1,-1.5,0.1,6,23,1.9
12,jan,2018,Knock Airport,7.7,1.3,7.3,16.4,40,0
13,jan,2018,Knock Airport,8.1,4.1,5.7,9.5,34,0.1
14,jan,2018,Knock Airport,9.3,3.8,6.6,14.1,38,0.1
15,jan,2018,Knock Airport,8.3,1,9.9,14.8,36,2.2
16,jan,2018,Knock Airport,2.6,-0.8,8.6,18.5,47,0.2
17,jan,2018,Knock Airport,8.8,0.7,18.8,16.8,50,0.1
18,jan,2018,Knock Airport,3.3,-0.4,6.2,10.3,30,2
19,jan,2018,Knock Airport,2.6,-1,11.1,8.2,27,2.3
20,jan,2018,Knock Airport,1.9,0.1,9,6.2,18,0.1
21,jan,2018,Knock Airport,10.8,1.2,14.9,12.8,42,0
22,jan,2018,Knock Airport,8,5.5,0.6,12.7,30,0.2
23,jan,2018,Knock Airport,9.8,5.4,13.8,14.5,39,1.7
24,jan,2018,Knock Airport,9.6,2.3,6.9,13.1,45,2.3
25,jan,2018,Knock Airport,6.5,2.5,6,12.4,32,2.3
26,jan,2018,Knock Airport,6.5,2.3,2.9,8.3,26,1.2
27,jan,2018,Knock Airport,11.2,6.5,6.2,16,43,0
28,jan,2018,Knock Airport,11.1,8,5.2,17,41,0
29,jan,2018,Knock Airport,10.2,2,4.3,9.8,35,4.9
30,jan,2018,Knock Airport,6.3,1.6,5,9.8,37,0
31,jan,2018,Knock Airport,4.8,0.1,14.3,17.8,45,1
1,feb,2018,Knock Airport,5.7,1.8,6.2,13,38,4.5
2,feb,2018,Knock Airport,5.1,1.7,1.5,8.2,20,1.8
3,feb,2018,Knock Airport,4.5,1.9,4,11.6,32,2.3
4,feb,2018,Knock Airport,7,2,0,4.9,17,7.7
5,feb,2018,Knock Airport,5,-0.1,4.7,5.8,18,2.4
6,feb,2018,Knock Airport,3.4,-2.3,3.4,9.7,33,4.8
7,feb,2018,Knock Airport,7,-0.5,4.3,7.3,19,0.5
8,feb,2018,Knock Airport,7.1,-0.2,6.6,8.1,29,0
9,feb,2018,Knock Airport,3.5,-0.7,4.8,10.2,30,4.5
10,feb,2018,Knock Airport,9.2,0.2,29.7,12.9,30,
11,feb,2018,Knock Airport,1.9,-1.7,3.9,11.7,36,3.3
12,feb,2018,Knock Airport,3.3,-1.1,12,11.2,38,2.8
13,feb,2018,Knock Airport,4.1,-0.5,1.5,10.6,32,6.2
14,feb,2018,Knock Airport,8,1.1,5.3,15,42,3.4
15,feb,2018,Knock Airport,4.3,-0.5,6,12.8,43,4.4
16,feb,2018,Knock Airport,5.7,0,2.3,10.4,34,0.2
17,feb,2018,Knock Airport,8.3,1.4,0.2,5.3,14,5.7
18,feb,2018,Knock Airport,9.9,2.3,3.5,9.5,22,0
19,feb,2018,Knock Airport,10.6,5,1.4,7.2,21,0.2
20,feb,2018,Knock Airport,8.8,1.7,0,6.2,18,5.5
21,feb,2018,Knock Airport,7.8,0.3,0,5.3,13,8.2
22,feb,2018,Knock Airport,6.9,3,0,10.4,26,0
23,feb,2018,Knock Airport,5.7,1.9,0,15.2,34,0.6
24,feb,2018,Knock Airport,3.8,-2.1,0,12,27,0
25,feb,2018,Knock Airport,6.2,-2.6,0,11.6,28,8.6
26,feb,2018,Knock Airport,2.4,-2.9,0,11.7,28,3.6
27,feb,2018,Knock Airport,4.7,-3.7,0,7.7,26,6.1
28,feb,2018,Knock Airport,-0.5,-5.4,0,14.5,36,4.5
1,mar,2018,Knock Airport,-1.2,-6.8,0,17.4,36,2.5
2,mar,2018,Knock Airport,0.9,-2.4,0.6,20,42,0
3,mar,2018,Knock Airport,0.6,-1.3,2.7,14.5,29,0
4,mar,2018,Knock Airport,1.1,-0.8,1,10,22,0
5,mar,2018,Knock Airport,4.7,1,0.4,4.1,10,0
6,mar,2018,Knock Airport,5.5,1.1,9.6,4.8,13,0.1
7,mar,2018,Knock Airport,7.3,-0.7,1.5,10,32,5.9
8,mar,2018,Knock Airport,7.4,-0.8,0.4,7.2,25,6.4
9,mar,2018,Knock Airport,5.9,-0.2,0.7,6.8,22,2.7
10,mar,2018,Knock Airport,9.4,2.7,4.2,12.5,29,0
11,mar,2018,Knock Airport,10.2,3,0.1,6.9,17,1.2
12,mar,2018,Knock Airport,9,1.4,1.4,7.2,22,3.8
13,mar,2018,Knock Airport,9.4,0.5,0.8,10.6,30,4.6
14,mar,2018,Knock Airport,9,7.2,6,18.4,44,0
15,mar,2018,Knock Airport,10.9,6.1,6.1,12.8,35,1.3
16,mar,2018,Knock Airport,10.1,4,3.8,8.5,23,1.9
17,mar,2018,Knock Airport,5.3,-2.9,0.2,15.3,37,0.2
18,mar,2018,Knock Airport,3.3,-4,0,13,32,4.5
19,mar,2018,Knock Airport,6.4,-1.1,0,8.3,23,6.1
20,mar,2018,Knock Airport,8.7,-0.7,0,4.7,13,10.1
21,mar,2018,Knock Airport,10.3,0.9,0,8.7,28,0.1
22,mar,2018,Knock Airport,8.6,4.4,3.4,12.7,30,0
23,mar,2018,Knock Airport,7.8,3,3.2,8.8,43,1.2
24,mar,2018,Knock Airport,10.3,1.8,0,5.6,20,6.6
25,mar,2018,Knock Airport,10.3,1.6,0.1,5.6,22,5.9
26,mar,2018,Knock Airport,9.4,0.8,6.6,8,22,0
27,mar,2018,Knock Airport,9.5,1.2,2.9,13,34,1.7
28,mar,2018,Knock Airport,7,0.2,0.8,7.3,24,3.7
29,mar,2018,Knock Airport,7.7,0,4.6,7.4,18,2
30,mar,2018,Knock Airport,7.5,1.8,1.4,9,22,4.8
31,mar,2018,Knock Airport,8.4,1.1,1.1,5.6,20,4.4
1,apr,2018,Knock Airport,6.8,0.1,0,10.9,29,0.9
2,apr,2018,Knock Airport,3.3,1.2,2.8,14.2,32,0
